Carrier_Name,Carrier_Full_Name,Service_Type,Week_Date,Year,Month,Month_Name,Week_of_Year,Quarter,Season,Fiscal_Year,Bus_Departures,Passenger_Departures,Passengers_Per_Bus,Baseline_2019_Buses,Baseline_2019_Passengers,Bus_Recovery_Percent,Passenger_Recovery_Percent,Bus_WoW_Change,Passenger_WoW_Change,Bus_4wk_MA,Passenger_4wk_MA,Bus_12wk_MA,Passenger_12wk_MA,COVID_Period,Days_Since_Pandemic_Start,Is_COVID_Period,Economic_Period,Is_High_Inflation,Avg_Temp_F,Precipitation_Inches,Snow_Inches,Weather_Condition,Major_Weather_Event,Is_Severe_Weather,Is_Snow_Week,Is_Hot_Week,Is_Cold_Week,Is_Holiday,Is_Holiday_Season,NYC_Event,Is_Tourism_Peak
NJ Transit,NJ Transit Corporation,Commuter,1/18/2021,2021,1,January,3,1,Winter,2021,2033,23777,11.69552386,2500,86541,-18.68,-72.52516148,-2.165543792,-9.095427435,2064.5,24561,2088.714286,25267.14286,COVID-Recovery-Early,309,TRUE,Early-Recovery,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,1/18/2021,2021,1,January,3,1,Winter,2021,9,257,28.55555556,44,1048,-79.54545455,-75.47709924,0,8.898305085,9.25,257,9.571428571,252.4285714,COVID-Recovery-Early,309,TRUE,Early-Recovery,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Trailways,Trailways System,Intercity,1/18/2021,2021,1,January,3,1,Winter,2021,10,194,19.4,35,752,-71.42857143,-74.20212766,0,2.105263158,10.25,206.25,10.57142857,208.4285714,COVID-Recovery-Early,309,TRUE,Early-Recovery,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
TransBridge,TransBridge Lines,Regional,1/18/2021,2021,1,January,3,1,Winter,2021,12,331,27.58333333,61,1843,-80.32786885,-82.04015193,0,3.761755486,12,297.25,12,306.5714286,COVID-Recovery-Early,309,TRUE,Early-Recovery,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Academy,Academy Bus,Regional,1/25/2021,2021,1,January,4,1,Winter,2021,35,569,16.25714286,113,4152,-69.02654867,-86.29576108,-2.777777778,-1.557093426,36.25,575.25,35.71428571,580.4285714,COVID-Recovery-Early,316,TRUE,Early-Recovery,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Coach USA,Coach USA Inc,Commuter,1/25/2021,2021,1,January,4,1,Winter,2021,84,1597,19.01190476,460,14129,-81.73913043,-88.69700616,0,3.701298701,83.75,1588,83,1544,COVID-Recovery-Early,316,TRUE,Early-Recovery,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Greyhound,Greyhound Lines,Intercity,1/25/2021,2021,1,January,4,1,Winter,2021,33,881,26.6969697,118,3262,-72.03389831,-72.99202943,-2.941176471,0.685714286,33.25,866.5,34.5,873.5,COVID-Recovery-Early,316,TRUE,Early-Recovery,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,1/25/2021,2021,1,January,4,1,Winter,2021,76,1123,14.77631579,295,5504,-74.23728814,-79.59665698,0,0,78.25,1136,75.85714286,1152.571429,COVID-Recovery-Early,316,TRUE,Early-Recovery,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Lakeland,Lakeland Bus,Regional,1/25/2021,2021,1,January,4,1,Winter,2021,12,272,22.66666667,75,2819,-84,-90.35118836,0,1.492537313,12,272,12.25,265.75,COVID-Recovery-Early,316,TRUE,Early-Recovery,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,1/25/2021,2021,1,January,4,1,Winter,2021,13,434,33.38461538,47,1771,-72.34042553,-75.49407115,0,-7.659574468,13,457.5,13.125,460.875,COVID-Recovery-Early,316,TRUE,Early-Recovery,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,1/25/2021,2021,1,January,4,1,Winter,2021,2052,26578,12.95224172,2500,86541,-17.92,-69.28854531,0.934579439,11.78029188,2077.25,25594,2084.125,25431,COVID-Recovery-Early,316,TRUE,Early-Recovery,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,1/25/2021,2021,1,January,4,1,Winter,2021,9,227,25.22222222,44,1048,-79.54545455,-78.33969466,0,-11.67315175,9,245,9.5,249.25,COVID-Recovery-Early,316,TRUE,Early-Recovery,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Trailways,Trailways System,Intercity,1/25/2021,2021,1,January,4,1,Winter,2021,10,203,20.3,35,752,-71.42857143,-73.00531915,0,4.639175258,10,200.25,10.5,207.75,COVID-Recovery-Early,316,TRUE,Early-Recovery,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
TransBridge,TransBridge Lines,Regional,1/25/2021,2021,1,January,4,1,Winter,2021,12,315,26.25,61,1843,-80.32786885,-82.90830168,0,-4.833836858,12,320,12,307.625,COVID-Recovery-Early,316,TRUE,Early-Recovery,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Academy,Academy Bus,Regional,2/1/2021,2021,2,February,5,1,Winter,2021,35,569,16.25714286,113,4152,-69.02654867,-86.29576108,0,0,35.75,570,35.625,579,COVID-Recovery-Early,323,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,Blizzard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Coach USA,Coach USA Inc,Commuter,2/1/2021,2021,2,February,5,1,Winter,2021,84,1533,18.25,460,14129,-81.73913043,-89.14997523,0,-4.007514089,84,1570.25,83.11111111,1542.777778,COVID-Recovery-Early,323,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,Blizzard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Greyhound,Greyhound Lines,Intercity,2/1/2021,2021,2,February,5,1,Winter,2021,36,996,27.66666667,118,3262,-69.49152542,-69.46658492,9.090909091,13.05334847,33.75,890.5,34.66666667,887.1111111,COVID-Recovery-Early,323,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,Blizzard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,2/1/2021,2021,2,February,5,1,Winter,2021,76,1123,14.77631579,295,5504,-74.23728814,-79.59665698,0,0,78.5,1128.5,75.875,1148.875,COVID-Recovery-Early,323,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,Blizzard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lakeland,Lakeland Bus,Regional,2/1/2021,2021,2,February,5,1,Winter,2021,12,272,22.66666667,75,2819,-84,-90.35118836,0,0,12,272,12.22222222,266.4444444,COVID-Recovery-Early,323,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,Blizzard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,2/1/2021,2021,2,February,5,1,Winter,2021,13,444,34.15384615,47,1771,-72.34042553,-74.92941841,0,2.304147465,13,454.5,13.11111111,459,COVID-Recovery-Early,323,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,Blizzard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,2/1/2021,2021,2,February,5,1,Winter,2021,2071,25001,12.07194592,2500,86541,-17.16,-71.11080297,0.925925926,-5.933478817,2058.5,25378,2082.666667,25383.22222,COVID-Recovery-Early,323,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,Blizzard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,2/1/2021,2021,2,February,5,1,Winter,2021,9,250,27.77777778,44,1048,-79.54545455,-76.14503817,0,10.13215859,9,242.5,9.444444444,249.3333333,COVID-Recovery-Early,323,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,Blizzard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Trailways,Trailways System,Intercity,2/1/2021,2021,2,February,5,1,Winter,2021,10,221,22.1,35,752,-71.42857143,-70.61170213,0,8.866995074,10,202,10.44444444,209.2222222,COVID-Recovery-Early,323,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,Blizzard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
TransBridge,TransBridge Lines,Regional,2/1/2021,2021,2,February,5,1,Winter,2021,12,316,26.33333333,61,1843,-80.32786885,-82.85404232,0,0.317460317,12,320.25,12,308.5555556,COVID-Recovery-Early,323,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,Blizzard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Academy,Academy Bus,Regional,2/8/2021,2021,2,February,6,1,Winter,2021,35,582,16.62857143,113,4152,-69.02654867,-85.98265896,0,2.284710018,35.25,574.5,35.55555556,579.3333333,COVID-Recovery-Early,330,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Coach USA,Coach USA Inc,Commuter,2/8/2021,2021,2,February,6,1,Winter,2021,84,1572,18.71428571,460,14129,-81.73913043,-88.8739472,0,2.544031311,84,1560.5,83.2,1545.7,COVID-Recovery-Early,330,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Greyhound,Greyhound Lines,Intercity,2/8/2021,2021,2,February,6,1,Winter,2021,34,869,25.55882353,118,3262,-71.18644068,-73.3599019,-5.555555556,-12.75100402,34.25,905.25,34.6,885.3,COVID-Recovery-Early,330,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,2/8/2021,2021,2,February,6,1,Winter,2021,75,935,12.46666667,295,5504,-74.57627119,-83.01235465,-1.315789474,-16.74087266,75.75,1076,75.77777778,1125.111111,COVID-Recovery-Early,330,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lakeland,Lakeland Bus,Regional,2/8/2021,2021,2,February,6,1,Winter,2021,12,271,22.58333333,75,2819,-84,-90.38666194,0,-0.367647059,12,270.75,12.2,266.9,COVID-Recovery-Early,330,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,2/8/2021,2021,2,February,6,1,Winter,2021,13,462,35.53846154,47,1771,-72.34042553,-73.91304348,0,4.054054054,13,452.5,13.1,459.3,COVID-Recovery-Early,330,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,2/8/2021,2021,2,February,6,1,Winter,2021,2043,26683,13.06069506,2500,86541,-18.28,-69.16721554,-1.352003863,6.727730891,2049.75,25509.75,2078.7,25513.2,COVID-Recovery-Early,330,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,2/8/2021,2021,2,February,6,1,Winter,2021,10,288,28.8,44,1048,-77.27272727,-72.51908397,11.11111111,15.2,9.25,255.5,9.5,253.2,COVID-Recovery-Early,330,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Trailways,Trailways System,Intercity,2/8/2021,2021,2,February,6,1,Winter,2021,10,199,19.9,35,752,-71.42857143,-73.53723404,0,-9.954751131,10,204.25,10.4,208.2,COVID-Recovery-Early,330,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
TransBridge,TransBridge Lines,Regional,2/8/2021,2021,2,February,6,1,Winter,2021,12,324,27,61,1843,-80.32786885,-82.41996744,0,2.53164557,12,321.5,12,310.1,COVID-Recovery-Early,330,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Academy,Academy Bus,Regional,2/15/2021,2021,2,February,7,1,Winter,2021,35,623,17.8,113,4152,-69.02654867,-84.99518304,0,7.04467354,35,585.75,35.5,583.7,COVID-Recovery-Early,337,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Coach USA,Coach USA Inc,Commuter,2/15/2021,2021,2,February,7,1,Winter,2021,81,1461,18.03703704,460,14129,-82.39130435,-89.65956543,-3.571428571,-7.061068702,83.25,1540.75,83,1538,COVID-Recovery-Early,337,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Greyhound,Greyhound Lines,Intercity,2/15/2021,2021,2,February,7,1,Winter,2021,34,848,24.94117647,118,3262,-71.18644068,-74.00367872,0,-2.416570771,34.25,898.5,34.54545455,881.9090909,COVID-Recovery-Early,337,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
HCEE - Community,HCEE Community Coach,Commuter,2/15/2021,2021,2,February,7,1,Winter,2021,73,885,12.12328767,295,5504,-75.25423729,-83.92078488,-2.666666667,-5.347593583,75,1016.5,75.5,1101.1,COVID-Recovery-Early,337,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Lakeland,Lakeland Bus,Regional,2/15/2021,2021,2,February,7,1,Winter,2021,12,271,22.58333333,75,2819,-84,-90.38666194,0,0,12,271.5,12.18181818,267.2727273,COVID-Recovery-Early,337,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Martz,Martz Group,Regional,2/15/2021,2021,2,February,7,1,Winter,2021,13,446,34.30769231,47,1771,-72.34042553,-74.81648786,0,-3.463203463,13,446.5,13.09090909,458.0909091,COVID-Recovery-Early,337,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
NJ Transit,NJ Transit Corporation,Commuter,2/15/2021,2021,2,February,7,1,Winter,2021,2281,27430,12.02542744,2500,86541,-8.76,-68.30404086,11.649535,2.799535285,2111.75,26423,2097.090909,25687.45455,COVID-Recovery-Early,337,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,2/15/2021,2021,2,February,7,1,Winter,2021,9,300,33.33333333,44,1048,-79.54545455,-71.3740458,-10,4.166666667,9.25,266.25,9.454545455,257.4545455,COVID-Recovery-Early,337,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Trailways,Trailways System,Intercity,2/15/2021,2021,2,February,7,1,Winter,2021,9,222,24.66666667,35,752,-74.28571429,-70.4787234,-10,11.55778894,9.75,211.25,10.27272727,209.4545455,COVID-Recovery-Early,337,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
TransBridge,TransBridge Lines,Regional,2/15/2021,2021,2,February,7,1,Winter,2021,12,341,28.41666667,61,1843,-80.32786885,-81.49755833,0,5.24691358,12,324,12,312.9090909,COVID-Recovery-Early,337,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Academy,Academy Bus,Regional,2/22/2021,2021,2,February,8,1,Winter,2021,32,577,18.03125,113,4152,-71.68141593,-86.10308285,-8.571428571,-7.383627608,34.25,587.75,35.18181818,583.0909091,COVID-Recovery-Early,344,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Coach USA,Coach USA Inc,Commuter,2/22/2021,2021,2,February,8,1,Winter,2021,83,1522,18.3373494,460,14129,-81.95652174,-89.22782929,2.469135802,4.17522245,83,1522,83,1536.666667,COVID-Recovery-Early,344,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Greyhound,Greyhound Lines,Intercity,2/22/2021,2021,2,February,8,1,Winter,2021,33,831,25.18181818,118,3262,-72.03389831,-74.52483139,-2.941176471,-2.004716981,34.25,886,34.41666667,877.6666667,COVID-Recovery-Early,344,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,2/22/2021,2021,2,February,8,1,Winter,2021,78,1117,14.32051282,295,5504,-73.55932203,-79.7056686,6.849315068,26.21468927,75.5,1015,75.72727273,1102.545455,COVID-Recovery-Early,344,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lakeland,Lakeland Bus,Regional,2/22/2021,2021,2,February,8,1,Winter,2021,12,273,22.75,75,2819,-84,-90.31571479,0,0.73800738,12,271.75,12.16666667,267.75,COVID-Recovery-Early,344,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,2/22/2021,2021,2,February,8,1,Winter,2021,13,455,35,47,1771,-72.34042553,-74.3083004,0,2.01793722,13,451.75,13.08333333,457.8333333,COVID-Recovery-Early,344,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,2/22/2021,2021,2,February,8,1,Winter,2021,2077,27440,13.21136254,2500,86541,-16.92,-68.29248564,-8.943445857,0.036456435,2118,26638.5,2095.416667,25833.5,COVID-Recovery-Early,344,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,2/22/2021,2021,2,February,8,1,Winter,2021,9,240,26.66666667,44,1048,-79.54545455,-77.09923664,0,-20,9.25,269.5,9.416666667,256,COVID-Recovery-Early,344,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Trailways,Trailways System,Intercity,2/22/2021,2021,2,February,8,1,Winter,2021,10,225,22.5,35,752,-71.42857143,-70.07978723,11.11111111,1.351351351,9.75,216.75,10.25,210.75,COVID-Recovery-Early,344,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
TransBridge,TransBridge Lines,Regional,2/22/2021,2021,2,February,8,1,Winter,2021,12,310,25.83333333,61,1843,-80.32786885,-83.17959848,0,-9.090909091,12,322.75,12,312.6666667,COVID-Recovery-Early,344,TRUE,Early-Recovery,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Academy,Academy Bus,Regional,3/2/2021,2021,3,March,9,1,Spring,2021,32,577,18.03125,113,4152,-71.68141593,-86.10308285,0,0,33.5,589.75,34.72727273,579.8181818,COVID-Recovery-Early,352,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Coach USA,Coach USA Inc,Commuter,3/2/2021,2021,3,March,9,1,Spring,2021,83,1621,19.53012048,460,14129,-81.95652174,-88.52714276,0,6.504599212,82.75,1544,83,1538,COVID-Recovery-Early,352,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Greyhound,Greyhound Lines,Intercity,3/2/2021,2021,3,March,9,1,Spring,2021,35,976,27.88571429,118,3262,-70.33898305,-70.0797057,6.060606061,17.4488568,34,881,34.58333333,900.5,COVID-Recovery-Early,352,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,3/2/2021,2021,3,March,9,1,Spring,2021,71,1171,16.49295775,295,5504,-75.93220339,-78.72456395,-8.974358974,4.834377798,74.25,1027,75.45454545,1100,COVID-Recovery-Early,352,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lakeland,Lakeland Bus,Regional,3/2/2021,2021,3,March,9,1,Spring,2021,12,291,24.25,75,2819,-84,-89.67719049,0,6.593406593,12,276.5,12.08333333,268.6666667,COVID-Recovery-Early,352,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,3/2/2021,2021,3,March,9,1,Spring,2021,13,498,38.30769231,47,1771,-72.34042553,-71.88029362,0,9.450549451,13,465.25,13,459.75,COVID-Recovery-Early,352,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,3/2/2021,2021,3,March,9,1,Spring,2021,2095,29104,13.89212411,2500,86541,-16.2,-66.3696976,0.866634569,6.064139942,2124,27664.25,2086.75,25994.33333,COVID-Recovery-Early,352,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,3/2/2021,2021,3,March,9,1,Spring,2021,9,247,27.44444444,44,1048,-79.54545455,-76.43129771,0,2.916666667,9.25,268.75,9.166666667,255.6666667,COVID-Recovery-Early,352,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Trailways,Trailways System,Intercity,3/2/2021,2021,3,March,9,1,Spring,2021,10,232,23.2,35,752,-71.42857143,-69.14893617,0,3.111111111,9.75,219.5,10.16666667,214.4166667,COVID-Recovery-Early,352,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
TransBridge,TransBridge Lines,Regional,3/2/2021,2021,3,March,9,1,Spring,2021,12,353,29.41666667,61,1843,-80.32786885,-80.84644601,0,13.87096774,12,332,12,316.25,COVID-Recovery-Early,352,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Academy,Academy Bus,Regional,3/8/2021,2021,3,March,10,1,Spring,2021,36,728,20.22222222,113,4152,-68.14159292,-82.46628131,12.5,26.16984402,33.75,626.25,34.63636364,593.1818182,COVID-Recovery-Early,358,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Coach USA,Coach USA Inc,Commuter,3/8/2021,2021,3,March,10,1,Spring,2021,83,1649,19.86746988,460,14129,-81.95652174,-88.32896879,0,1.727328809,82.5,1563.25,83,1541.75,COVID-Recovery-Early,358,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Greyhound,Greyhound Lines,Intercity,3/8/2021,2021,3,March,10,1,Spring,2021,35,976,27.88571429,118,3262,-70.33898305,-70.0797057,0,0,34.25,907.75,34.66666667,917.5833333,COVID-Recovery-Early,358,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,3/8/2021,2021,3,March,10,1,Spring,2021,82,1212,14.7804878,295,5504,-72.20338983,-77.97965116,15.49295775,3.501280956,76,1096.25,76.09090909,1105.363636,COVID-Recovery-Early,358,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lakeland,Lakeland Bus,Regional,3/8/2021,2021,3,March,10,1,Spring,2021,12,299,24.91666667,75,2819,-84,-89.39340192,0,2.749140893,12,283.5,12.08333333,271,COVID-Recovery-Early,358,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,3/8/2021,2021,3,March,10,1,Spring,2021,14,474,33.85714286,47,1771,-70.21276596,-73.23546019,7.692307692,-4.819277108,13.25,468.25,13.08333333,460.4166667,COVID-Recovery-Early,358,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,3/8/2021,2021,3,March,10,1,Spring,2021,2089,28670,13.72426999,2500,86541,-16.44,-66.871194,-0.286396181,-1.491203958,2135.5,28161,2090.916667,26179.83333,COVID-Recovery-Early,358,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,3/8/2021,2021,3,March,10,1,Spring,2021,10,281,28.1,44,1048,-77.27272727,-73.1870229,11.11111111,13.76518219,9.25,267,9.25,258.75,COVID-Recovery-Early,358,TRUE,Early-Recovery,FALSE,43,4.3,4,Cool/Rainy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
